53,40,2840,2212
53,40,2837,2274
53,40,2838,2214
53,40,2837,2171
53,40,2838,2191
53,40,2836,2202
53,40,2835,2219
53,40,2842,2229
53,40,2838,2208
53,40,2838,2200
53,40,2839,2207
53,40,2837,2228
53,40,2839,2197
53,40,2838,2217
53,40,2841,2229
53,40,2839,2219
53,40,2837,2219
53,40,2837,2225
53,40,2837,2233
53,40,2838,2185
53,40,2839,2229
53,40,2840,2220
53,40,2841,2217
53,40,2839,2243
53,40,2845,2216
53,40,2839,2251
53,40,2837,2226
53,40,2839,2215
53,40,2838,2216
53,40,2843,2218
53,40,2839,2216
53,40,2837,2214
53,40,2842,2221
53,40,2840,2218
53,40,2838,2214
53,40,2840,2175
53,40,2839,2215
53,40,2838,2230
53,40,2840,2216
53,40,2835,2211
53,40,2838,2217
53,40,2836,2231
53,40,2838,2206
53,40,2840,2214
53,40,2839,2229
53,40,2840,2220
53,40,2838,2222
53,40,2840,2217
53,40,2840,2219
53,40,2840,2218
53,40,2839,2227
53,40,2838,2220
53,40,2840,2201
53,40,2839,2229
53,40,2838,2182
53,40,2839,2218
53,40,2844,2218
53,40,2837,2217
53,40,2838,2223
53,40,2839,2209
53,40,2838,2217
53,40,2836,2212
53,40,2837,2221
53,40,2836,2224
53,40,2833,2220
53,40,2836,2212
53,40,2837,2212
53,40,2836,2214
53,40,2836,2208
53,40,2839,2224
53,40,2835,2223
53,40,2836,2212
53,40,2836,2223
53,40,2842,2213
53,40,2842,2217
53,40,2840,2213
53,40,2838,2257
53,40,2837,2185
53,40,2836,2251
53,40,2835,2213
53,40,2836,2177
53,40,2838,2212
53,40,2836,2217
53,40,2837,2221
53,40,2836,2218
53,40,2837,2212
53,40,2839,2212
53,40,2836,2214
53,40,2839,2221
53,40,2844,2212
53,40,2840,2216
53,40,2840,2211
53,40,2839,2215
53,40,2838,2217
53,40,2838,2210
53,40,2839,2211
53,40,2840,2206
53,40,2837,2231
53,40,2837,2223
53,40,2838,2209
53,40,2848,2208
53,40,2837,2211
53,40,2832,2211
53,40,2836,2212
53,40,2840,2215
53,40,2839,2206
53,40,2838,2242
53,40,2838,2223
53,40,2838,2217
53,40,2837,2246
53,40,2837,2216
53,40,2839,2148
53,40,2840,2176
53,40,2839,2244
53,40,2841,2217
53,40,2837,2218
53,40,2834,2215
53,40,2838,2213
53,40,2836,2214
53,40,2839,2215
53,40,2837,2211
53,40,2837,2201
53,40,2837,2218
53,40,2848,2247
53,40,2837,2246
53,40,2840,2210
53,40,2840,2218
53,40,2839,2224
53,40,2839,2210
53,40,2839,2216
53,40,2839,2222
53,40,2839,2229
53,40,2838,2211
53,40,2840,2164
53,40,2844,2227
53,40,2842,2205
53,40,2843,2220
53,40,2837,2164
53,40,2839,2212
53,40,2839,2211
53,40,2840,2235
53,40,2839,2218
53,40,2841,2230
53,40,2841,2219
53,40,2842,2215
53,40,2836,2221
53,40,2844,2215
53,40,2841,2246
53,40,2839,2215
53,40,2838,2212
53,40,2839,2215
53,40,2838,2231
53,40,2839,2224
53,40,2841,2238
53,40,2839,2216
53,40,2839,2267
53,40,2833,2213
53,40,2840,2214
53,40,2840,2214
53,40,2838,2226
53,40,2839,2222
53,40,2838,2207
53,40,2839,2204
53,40,2848,2217
53,40,2842,2214
53,40,2839,2211
53,40,2832,2222
53,40,2837,2224
53,40,2837,2209
53,40,2840,2216
53,40,2841,2228
53,40,2840,2204
53,40,2839,2209
53,40,2839,2215
53,40,2844,2212
53,40,2841,2214
53,40,2846,2219
53,40,2840,2219
53,40,2840,2216
53,40,2841,2225
53,40,2839,2206
53,40,2841,2223
53,40,2842,2213
53,40,2841,2229
53,40,2831,2217
53,40,2843,2217
53,40,2839,2221
53,40,2841,2214
53,40,2839,2221
53,40,2840,2195
53,40,2839,2221
53,40,2839,2214
53,40,2839,2220
53,40,2841,2192
53,40,2843,2223
53,40,2840,2218
53,40,2843,2193
53,40,2841,2226
53,40,2841,2225
53,40,2844,2216
53,40,2840,2201
53,40,2840,2207
53,40,2842,2215
53,40,2840,2244
53,40,2844,2217
53,40,2840,2211
53,40,2841,2210
53,40,2834,2215
53,40,2839,2214
53,40,2833,2224
53,40,2839,2244
53,40,2840,2260
53,40,2844,2206
53,40,2844,2210
53,40,2844,2239
53,40,2843,2226
53,40,2835,2221
53,40,2845,2267
53,40,2838,2238
53,40,2841,2211
53,40,2842,2219
53,40,2841,2187
53,40,2842,2224
53,40,2839,2215
53,40,2840,2217
53,40,2839,2236
53,40,2844,2206
53,40,2839,2229
53,40,2840,2227
53,40,2841,2217
53,40,2839,2215
53,40,2840,2216
53,40,2842,2215
53,40,2841,2226
53,40,2841,2218
53,40,2840,2217
53,40,2841,2217
53,40,2844,2214
53,40,2839,2214
53,40,2838,2217
53,40,2839,2205
53,40,2838,2218
53,40,2837,2217
53,40,2838,2216
53,40,2839,2217
53,40,2841,2213
53,40,2840,2213
53,40,2839,2221
53,40,2836,2215
53,40,2835,2215
53,40,2843,2237
53,40,2838,2219
53,40,2840,2221
53,40,2839,2205
53,40,2837,2209
53,40,2838,2218
53,40,2838,2206
53,40,2837,2206
53,40,2838,2222
53,40,2837,2214
53,40,2837,2216
53,40,2835,2207
53,40,2837,2228
53,40,2840,2210
53,40,2835,2219
53,40,2838,2213
53,40,2838,2212
53,40,2839,2212
53,40,2834,2214
53,40,2841,2216
53,40,2840,2220
53,40,2837,2188
53,40,2839,2213
53,40,2832,2227
53,40,2839,2231
53,40,2838,2220
53,40,2838,2216
53,40,2837,2212
53,40,2839,2198
53,40,2838,2218
53,40,2838,2212
53,40,2838,2199
53,40,2839,2214
53,40,2839,2207
53,40,2840,2229
53,40,2839,2218
53,40,2839,2220
53,40,2839,2215
53,40,2840,2217
53,40,2836,2213
53,40,2836,2215
53,40,2842,2212
53,40,2838,2208
53,40,2839,2216
53,40,2838,2237
53,40,2836,2160
53,40,2838,2216
53,40,2840,2219
53,40,2840,2209
53,40,2839,2218
53,40,2839,2209
53,40,2840,2202
53,40,2841,2206
53,40,2843,2196
53,40,2837,2203
53,40,2841,2216
